Month,DATE_ADDED,Geographic identifier,"Pleiades, TGN, or FAST ID",TAG651_A,icons,Precision code,Precision,Region,Location,"Controlled heading (Pleiades, TGN, LCSH, or FAST)",Coordinates,Title and author,Imprint,Series,Library location,BSN,BSN length adjustment,View in library catalog
2016-10,20161015,https://pleiades.stoa.org/places/874350,"<a href=""https://pleiades.stoa.org/places/874350""target=""new"">https://pleiades.stoa.org/places/874350</a>",,,3,Region,Armenia,(General),Armenia,"39.5,40.5",A concordance of the Armenian Apocryphal Adam books / Michael E. Stone.,"Leuven [Belgium] ; Sterling, Va. : Peeters, 2001.",Hebrew University Armenian studies ;1,Small Collection BS1830.A262 S76 2001 ,785277,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph000785277&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/874350,"<a href=""https://pleiades.stoa.org/places/874350""target=""new"">https://pleiades.stoa.org/places/874350</a>",,,3,Region,Armenia,(General),Armenia,"39.58,40.4",Catalogue of the Armenian manuscripts in the Cambridge University Library / by S. Peter Cowe.,"Lovanii : E. Peeters, 1994.",Corpus scriptorum Christianorum orientalium ;v. 546.Subsidia ;t. 86,Small Collection Z6605.A7 C685 1994 ,1238901,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph001238901&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/874497,"<a href=""https://pleiades.stoa.org/places/874497""target=""new"">https://pleiades.stoa.org/places/874497</a>",,,1,Site,Iran,Hajji Firuz Tepe,Hajji Firuz tepe,"37.003386,45.492716","Hajji Firuz Tepe, Iran : the Neolithic settlement / Mary M. Voigt ; Faunal remains, by Richard H. Meadow ; contributions by Jean Turnquist, John Winter, and Eric Parkinson.","Philadelphia : University Museum, University of Pennsylvania, 1983.",Hasanlu excavation reports ;v. 1 // University Museum monograph ;50,Large Collection GN776.32.I7 V64 1983 ,2770142,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph002770142&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/893945,"<a href=""https://pleiades.stoa.org/places/893945""target=""new"">https://pleiades.stoa.org/places/893945</a>",,,1,Site,Iraq,Assur (Anu-Adad-Tempel),Ashur/'Lamban'?/'Liba(nai)'?,"35.459069,43.259516",Der Anu-Adad-Tempel in Assur / Peter Werner.,,"Wissenschaftliche Veröffentlichungen der Deutschen Orient-Gesellschaft ;0342-4464 ;145 // Ausgrabungen der Deutschen Orient-Gesellschaft in Assur. A, Baudenmäler aus Assyrischer Zeit ;Band 15",Oversize Collection DS70.5.A7 W47 2016 ,4488800,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004488800&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/903080,"<a href=""https://pleiades.stoa.org/places/903080""target=""new"">https://pleiades.stoa.org/places/903080</a>",,,3,Region,Iran,Media,Media/Mad(aya),"34.5,46.5",Istorii͡a Midii : ot drevneĭshikh vremen do kont͡sa IV veka do n. ė. / I.M. Dʹi͡akonov ; pod redakt͡sieĭ S.R. Tokhtasʹeva i V.A. I͡Akobsona. // История Мидии : от древнейших времен до конца IV века до н. э. / И.М. Дьяконов ; под редакцией С.Р. Тохтасьева и В.А. Якобсона.,"Sankt-Peterburg : Filologicheskiĭ fakulʹtet Sankt-Peterburgskogo gos. universiteta, 2008.","Serii͡a ""Istoricheskie issledovanii͡a"" // Серия ""Исторические исследования""",Small Collection DS278 .D53 2008 ,4498809,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004498809&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/912849,"<a href=""https://pleiades.stoa.org/places/912849""target=""new"">https://pleiades.stoa.org/places/912849</a>",,,3,Region,Iraq,Euphrates River,Euphrates,"33.8217336333,42.2780920167","Mémoires d'Euphrate et d'Arabies / photographies Jean-Louis Nou ; textes, Pierre Amiet [and others].","Paris : Hatier, 1991.",Art et archéologie au Proche-Orient,Oversize Collection N7265 .M46 1991 ,2332690,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph002332690&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/981513,"<a href=""https://pleiades.stoa.org/places/981513""target=""new"">https://pleiades.stoa.org/places/981513</a>",,,3,Region,Great Britain,England,Britannia,"52,-2",Roman mosaics of Britain / David S. Neal and Stephen R. Cosh.,"London : Illuminata Publishers for the Society of Antiquaries of London, 2002-2010.",,Large Collection NA3770 .N434 2002 v.1-v.4,4499290,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004499290&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/981513,"<a href=""https://pleiades.stoa.org/places/981513""target=""new"">https://pleiades.stoa.org/places/981513</a>",,,3,Region,Great Britain,England,Britannia,"52.5,-2.5",The Roman inscriptions of Britain / by R.G. Collingwood and R.P. Wright.,"Oxford : Clarendon Press, 1965-<2009>",,Large Collection CN590 .C65 1965 v.1-v.3,2167193,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph002167193&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/981514,"<a href=""https://pleiades.stoa.org/places/981514""target=""new"">https://pleiades.stoa.org/places/981514</a>",,,3,Region,Turkey,Cilicia,Cilicia,"37.5,32.5",The letter of love and concord : a revised diplomatic edition with historical and textual comments and English translation / by Zaroui Pogossian.,"Leiden ; Boston : Brill, 2010.","The medieval Mediterranean : peoples, economies and cultures, 400-1500 ;v. 88",Small Collection DS156.C5 L4713 2010 ,3448901,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph003448901&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/981531,"<a href=""https://pleiades.stoa.org/places/981531""target=""new"">https://pleiades.stoa.org/places/981531</a>",,,3,Region,Macedonia,(General),Macedonia,"42.5,22.5",Silver coinage with the types of Aesillas the Quaestor / by Robert A. Bauslaugh.,"New York : American Numismatic Society, 2000.","Numismatic studies,0517-404X ;no. 22",Large Collection CJ546 .B38 2000 ,4499360,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004499360&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/981534,"<a href=""https://pleiades.stoa.org/places/981534""target=""new"">https://pleiades.stoa.org/places/981534</a>",,,3,Region,Iraq,Mesopotamia,,"34.5,43.5","Current research in cuneiform palaeography : proceedings of the workshop organised at the 60th Rencontre Assyriologique Internationale, Warsaw 2014 / edited by Elena Devecchi, Gerfried G.W. Müller, Jana Mynářová.",,,Small Collection PJ3211 .R46 2014 ,4237061,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004237061&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,https://pleiades.stoa.org/places/981534,"<a href=""https://pleiades.stoa.org/places/981534""target=""new"">https://pleiades.stoa.org/places/981534</a>",,,3,Region,Iraq,Mesopotamia,,"34,44",Mesopotamii͡a i Iran v VII-IV vv. do n.ė. : sot͡sialʹnye instituty i ideologii͡a / M.A. Dandamaev. // Месопотамия и Иран в VII-IV вв. до н.э. : социальные институты и идеология / М.А. Дандамаев.,"Sankt-Peterburg : Fakulʹtet filologii i isskusstv SPbGU, 2009.","Serii͡a ""Istoricheskie issledovanii͡a"" // Серия ""Исторические исследования""",Small Collection DS71 .D363 2009 ,4498794,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004498794&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Greece,General - Mycenaean era,,"37.92,22.65",A companion to linear B : Mycenaean Greek texts and their world / edited by Yves Duhoux and Anna Morpurgo Davies.,"Louvain-la-Neuve, Belgium ; Dudley, MA : Peeters, 2007-<2014>","Bibliothèque des Cahiers de l'Institut de linguistique de Louvain,0779-1666 ;120, 127, 133.Antiquité",Small Collection P1038 .C66 2008 v.2,3218839,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph003218839&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Egypt,(General),,"26.82,30.82","À l'école des scribes : les écritures de l'Égypte ancienne / sous la direction de Laure Bazin Rizzo, Annie Gasse, Frédéric Servajean.",,CENiM ;15,Large Collection PJ1501 .A16 2016 ,4488949,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004488949&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,1,Site,Iran,Marlik,,"36.830556,49.459167","A preliminary report on Marlik excavation : Gohar Rud Expedition, Rudbar, 1961-1962 / by Ezat O. Negahban = گزارش مقدمات حفريات مارلىک (چراغعلى تپه) : هيت حفارى رودبار، ١٣۴٠-١٣۴١ / بقلم دکتر عازت الله نگهبان استاد دانشگاه تهران. // A preliminary report on Marlik excavation : Gohar Rud Expedition, Rudbar, 1961-1962 / by Ezat O. Negahban = Guzārish-i muqaddamāti ḥaffarīyāt-i Mārlīk (Chirāghʻalī tapih) : Hiyyat-i ḥaffārī-i Rūdbār, 1340-1341 / biqalam-i duktur ʻIzzat Allāh Nigahbān Ustād-i Dānishgāh-i Tihrān.","Tehran, Iran : Joint Publication of the Iranian Archcological [sic] Service and the Institute of Arc",,Large Collection DS262.M37 N43 1964 ,2542321,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph002542321&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Ukraine,Black Sea Lowland,,"47.17,34.42","Antichnye gosudarstva Severnogo Prichernomorʹi͡a / otvetstvennye redaktory toma G.A. Koshelenko, I.T. Kruglikova, V.S. Dolgorukov ; [avtory toma E.M. Alekseeva ... et al.]. // Aнтичные гoсудaрствa Сeвeрного Причерноморья / oтветственные рeдaкторы тoмa Г.A. Koшeлeнкo, И.T. Kругликова, В.С. Дoлгоруков ; [aвторы томa E.M. Aлeксeeвa ... et al.].","Moskva : Izd-vo ""Nauka"", 1984.",Arkheologii͡a SSSR,Large Collection DK508.9.B57 A58 1984 ,4489765,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004489765&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,4,Broad region,Middle East,(General),,"29.3,42.5",Antiguo Oriente.,"Buenos Aires, Argentina : Pontificia Universidad Católica Argentina, Facultad de Filosofía y Letra",,Oak Collection DS56 .A684 v.13 (2015),3685963,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph003685963&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Russia,(General),,"60,90","Antologii͡a sovetskoĭ arkheologii / pod redakt͡sieĭ V.I. Guli͡aeva, N.I͡A. Merperta (otvetstvennyĭ redaktor) [and 2 others]. // Aнтология советской aрхеологии / под редакцией В.И. Гуляева, Н.Я. Meрперта (oтветственный рeдактор) [and 2 others].","Moskva : Institut arkheologii RAN, Gos. istoricheskiĭ muzeĭ, 1995-",,Large Collection CC101.S65 A58 1995 t.1,4498206,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004498206&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Ukraine,Crimea,,"45.3,34.4","Arkheologicheskie atlasy Severnogo Prichernomorʹi͡a : atlas pozdneskifskikh gorodishch predgornogo Kryma / T.N. Smekalova, S.G. Koltukhov, I͡U.P. Zaĭt͡sev = Archaeological atlases of the Northern Black Sea Shore : atlas of late Scythian fortresses in the Crimean foothills / T.N. Smekalova, S.G. Koltukhov, Ju. P. Zaytsev. // Археологические атласы Северного Причерноморья : атлас позднескифских городищ предгорного Крыма / Т.Н. Смекалова, С.Г. Колтухов, Ю.П. Зайцев = Archaeological atlases of the Northern Black Sea Shore : atlas of late Scythian fortresses in the Crimean foothills / T.N. Smekalova, S.G. Koltukhov, Ju. P. Zaytsev.",,Materialy k arkheologicheskoĭ karte Kryma ;vypusk XV =Materials for the archaeological map of Crimea ;issue XV // Материалы к археологической карте Крыма ;выпуск ХV =Materials for the archaeological map of Crimea ;issue XV,Folio Collection DK508.9.K78 S627 2014 ,4486686,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004486686&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Russia,Orenburg Oblast,,"52.133333,55.6","Arkheologicheskie pami͡atniki Orenburzhʹi͡a / Ministerstvo obrazovanii͡a Rossiĭskoĭ Federat͡sii, Orenburgskiĭ gosudarstvennyĭ pedagogicheskiĭ institut. // Археологические памятники Оренбуржья / Министерство образования Российской Федерации, Оренбургский государственный педагогический институт.","Orenburg : Orenburgskiĭ gosudarstvennyĭ pedagogicheskiĭ institut, 1996-",,Oak Collection DK511.O75 A75 vyp.12 (2016),4260825,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004260825&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,4,Broad Region,Byzantine Empire,(General),,"41.011,28.97","Byzantine numismatic bibliography, 1950-1965 / by Joel L. Malter.","Chicago : Argonaut, 1968.",Argonaut library of antiquities,Small Collection Z6869.B9 M3 1968 ,4490056,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004490056&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Egypt,(General),,"26.820553,30.802498",Catan collectors edition : ancient Egypt / Klaus Teubner.,,,Reference 3 Collection MEDIA 1605 ,4498100,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004498100&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,4,Broad region,China,(General),,"35,103",Chūgoku shisō bungakushi / Hihara Toshikuni. // 中国思想文学史 / 日原利国.,"Kyōto : Yūyū Shoten, 1999.",,Small Collection B5231 .H44 1999 ,4490018,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004490018&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Egypt,(General),,"26.76,30.78","E sì d'amici pieno : omaggio di studiosi italiani a Guido Bastianini per il suo settantesimo compleanno / a cura di Angelo Casanova, Gabriella Messeri, Rosario Pintaudi.",,Papyrologica florentina ;XLV,Large Collection PA3341 .E14 2016 v.1-v.2,4494143,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004494143&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Egypt,(General),,"26.83,30.82",Egipetskiĭ portret I-IV vekov / V. V. Pavlov. // Eгипетский портрет I-IV вeков / В. В. Пaвлов.,"Moskva : Iskusstvo, 1967.",Iz istorii mirovogo iskusstva,Large Collection ND1327.E3 P33 1967 ,4489766,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004489766&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,4,Broad region,Russia,(General),,"60.5,90.5","Ėpokha bronzy lesnoĭ polosy SSSR / otvetstvennye redaktory toma O.N. Bader, D.A. Kraĭnov, M.F. Kosarev ; [avtory toma Zh.V. Andreeva ... et al.]. // Эпоха бронзы лесной полосы СССР / oтветственные редакторы тома O.Н. Бaдер, Д.A. Kрaйнов, M.Ф. Koсарев ; [aвторы тoмa Ж.В. Андреева ... et al.].","Moskva : Izd-vo ""Nauka"", 1987.",Arkheologii͡a SSSR,Large Collection GN778.22.S65 E66 1987 ,4486696,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004486696&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Turkey,(General),,"39.3,34.7",Études anatoliennes / Emmanuel Laroche ; recueillies par Alfonso Archi et Hatice Gonnet ; avec la collaboration de Patrick M. Michel et Giulia Torri.,,Subartu ;XXXVII,Large Collection P944 .L37 2016 ,4488796,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004488796&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Iran,(General),,"32.44,53.7","Excavating an empire : Achaemenid Persia in Longue Durée / edited by Touraj Daryaee, Ali Mousavi and Khodadad Rezakhani.",,,Large Collection DS281 .E82 2014 ,4001333,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004001333&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Iran,(General),,"32.39,53.69","Fihrist-i tawṣīfī-i ganjīnah-i dastnivīsʹhā-yi Pahlavī va pizhūhishʹhā-yi Īrānī = A descriptive catalogue of ""The Pahlavi codics and Iranian researches"" / Mīnā Kāmbīn. // فهرست توصيفى گنجينه دستنويس‌هاى پهلوى و پژوهش‌هاى ايرانى =A descriptive catalogue of ""The Pahlavi codics and Iranian researches"" / مينا کامبين.",,Yādgār-i bāstān ;4 // يادگار باستان ؛4,Small Collection PK6192 .K36 2015 ,4282780,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004282780&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Georgia (Republic),(General),,"41.98,43.48","Gruzinskai͡a literatura / A.G. Baramidze, D.M. Gamezardashvili. // Грузинская литература / А.Г. Барамидзе, Д.М. Гамезардашвили.","Tbilisi : Izd. Tbilis. unt-ta, 1968.",,Small Collection PK9160 .B23 1968 ,4500241,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004500241&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Iran,(General),,"32.4,53.6","In search of a cultural identity : monuments and artifacts of the Sasanian Near East, 3rd to 7th century A.D. / by Prudence O. Harper.","New York : Bibliotheca Persica, 2006.",Biennial Ehsan Yarshater lecture series ;no. 2,Small Collection N7283 .H345 2006 ,327965,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph000327965&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,4,Broad region,Middle East,(General),,"29.38,42.42","Islamic art and architecture, 650-1250 / Richard Ettinghausen, Oleg Grabar and Marilyn Jenkins-Madina.","New Haven ; London : Yale University Press, 2001.",Yale University Press Pelican history of art,Large Collection N6260 .E79 2001 ,722009,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph000722009&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
2016-10,20161015,,,,,3,Region,Ukraine,Black Sea Lowland,,"47.13,34.38",Issledovanii͡a po antichnoĭ arkheologii Severnogo Prichernomorʹi͡a : sbornik nauchnykh trudov / [otvetstvennyĭ redaktor V.A. Anokhin]. // Исследования по aнтичной aрхeoлoгии Сeвeрного Причeрноморья : сборник нaучных трудов / [oтветственный рeдaктор В.A. Aнoхин].,"Kiev : ""Nauk. dumka"", 1980.",,Small Collection DK509 .I85 1980 ,4499412,,"<a href=""http://bobcat.library.nyu.edu/primo_library/libweb/action/display.do?ct=display&fn=search&doc=nyu_aleph004499412&vid=NYU&institution=NYU&tab=all&dym=true""target=""new"">View in Library Catalog</a>"
